transaction_id,account_id,account_type,timestamp,amount,transaction_type,merchant,location,is_foreign,is_high_risk_country,opening_balance,closing_balance,is_fraud,fraud_reasons
b10d9cff-af61-4fd2-83d8-f52be5426cd3,e11a3e05-c54d-4a65-ae4a-2560ec28cfff,checking,2025-03-25T12:31:35.503832,209.66,deposit,Munoz-Clarke,New Tara,True,False,52477.5,52687.16,False,
37a0cf97-c076-4df7-bf6e-818bac3d2283,ec8762b7-d604-4da6-9eb4-7d81e4d0fa34,credit,2025-02-27T18:56:25.147553,684.71,deposit,Jenkins PLC,Atkinsborough,False,False,69254.36,69939.07,False,
64028130-58b9-429a-a17b-74e9d43c3055,935bb044-3a25-4c91-9157-c2a903bf551c,checking,2025-02-26T14:32:23.455134,232.6,deposit,Omega LLC,East Mark,True,False,33265.33,33497.93,True,simulated_blacklisted_merchant
cc968709-9abd-40ff-85d4-9e671e187ea4,64a11792-0447-42c8-8157-edd0a9ac0f74,credit,2025-04-07T20:00:19.741502,302.65,transfer,"Shah, Mcintyre and Villanueva",Bairdton,False,False,46438.23,46135.58,False,
f31b25d9-41fc-4742-867a-99882b995d3e,0b39cd05-7630-4d0b-9242-5a1ce69a42c8,credit,2025-02-14T04:43:57.723529,1987.87,purchase,"Mack, Johnson and Schmidt",Pachecoville,False,False,48975.1,46987.23,False,
a3e9e0cf-979f-4140-9731-92b49019dcbe,3ab9cc8a-886e-4db3-8075-7626d2f5e64b,savings,2025-02-05T00:16:09.758488,1194.27,payment,Miller Inc,Dodsonberg,False,False,6589.34,7783.61,False,
d884a093-2a42-4c9f-8004-b25c3c3fa9b3,6ce757ca-08da-435e-9cfd-1987904da581,savings,2025-03-10T16:52:20.515871,1817.47,deposit,Holland Inc,South Elizabethburgh,False,False,76859.85,78677.32,False,
b4858a40-2a62-4da1-b10f-0a81308db08e,2bd912f8-7ca3-474b-b3a5-5b2cc9927ad7,checking,2025-01-19T01:35:55.346839,1139.42,withdrawal,"Burgess, Johnson and Gibson",Port Jacqueline,True,False,44547.39,43407.97,False,
8d03d36c-3652-4f32-b762-6c3be485e4a1,599fd756-2ecd-4ad0-abbb-ce66d57da0e8,savings,2025-03-29T06:37:31.003206,1252.9,transfer,Sims-Padilla,Port Courtneyfurt,False,False,86600.39,85347.49,False,
45d8fef8-dacb-41dd-8989-61ab3e4d7e73,566f78b9-c273-46a8-b1a2-625bc79634cd,savings,2025-02-26T04:36:17.278828,483.53,transfer,Schmidt-Phillips,Helenside,False,False,27899.8,27416.27,False,
a947e6b6-fea1-4efc-b14e-6cc1cd039fc0,7f6ea44a-ee67-4baf-89aa-0d7ce7f1b4f0,savings,2025-02-20T06:46:52.957320,819.99,purchase,French Inc,Jillton,False,False,90636.58,89816.59,False,
a29ccf5e-dfba-454c-839a-4ac4e2b83e5a,7c44e47d-1044-4fbf-a3c4-e29174c27895,savings,2025-02-05T19:05:20.868656,70.12,withdrawal,"Cox, Williams and Reyes",Harveystad,False,False,64632.22,64562.1,False,
78dbe7e8-48a6-44a5-9f26-50321c8d7a97,0a82ec31-7ffc-4219-808f-3c0e2fdc43b4,savings,2025-01-24T07:27:57.214776,65183.95,withdrawal,"Hansen, Jones and Fletcher",East Tina,False,False,71091.38,5907.43,True,simulated_account_draining
df5dfb38-3391-4588-8abb-98ee91d0d95d,84950c47-329a-4f24-89eb-87db0e020dff,savings,2025-01-23T00:31:46.421443,233.98,deposit,Banks Ltd,Port Julie,False,False,97857.5,98091.48,False,
d468de16-0d92-4c9b-bc39-6f1798bef3d7,e11a3e05-c54d-4a65-ae4a-2560ec28cfff,checking,2025-02-06T10:02:55.134884,1654.13,withdrawal,Hurst-Gordon,Ramirezland,True,False,52687.16,51033.03,False,
95b65474-fdc8-4aad-9614-160ba68d9069,044855f4-9a7b-4236-b683-c952722df071,savings,2025-03-29T20:43:52.874739,1499.17,payment,Tucker-Rose,South Jenniferside,False,False,24043.49,25542.66,False,
f95294a6-a587-4728-9e47-34382c33f326,fc3ebf50-28b2-4b53-93bc-bf753bfcc8c6,credit,2025-01-09T12:41:32.137529,253.09,deposit,Oliver-Marsh,East Patriciamouth,False,False,32838.36,33091.45,False,
3803fde4-a886-4a2f-9220-3dfb68ee042b,0519ec58-75e5-45d4-8242-73f22ab771b1,checking,2025-03-10T02:17:03.205500,1003.44,withdrawal,Hurst-Roberts,North Fredville,False,False,22722.74,21719.3,False,
f86309f4-8d25-42ef-bca6-60aef57db912,e87f3201-76cf-4ba3-9722-ed784403bcd5,savings,2025-04-02T00:23:16.309599,84.52,payment,Hernandez-Harris,West Robertside,False,False,41150.47,41234.99,False,
2ccc317a-4921-4ea6-947f-5b80879b30c9,49cc0b72-4129-4c99-b1cc-c864d0bdd395,checking,2025-03-27T03:53:21.603641,504.48,payment,Reed-Wallace,West Jaimetown,True,False,6659.83,7164.31,False,
06ccbbca-07de-4859-bcb2-2740fd71c53b,47bddab5-b723-419b-b6bf-c0f04a1a189e,savings,2025-03-06T01:24:25.848836,1154.61,withdrawal,Conley PLC,Robertmouth,False,False,80606.88,79452.27,False,
337d3ea1-7ff3-403e-a7c9-1d0ff83cd00c,6290c643-6a42-4859-ae6e-abf97f0de93f,checking,2025-01-13T21:21:43.387266,1040.33,deposit,Tucker-Wade,Ellisshire,False,False,43696.49,44736.82,False,
ebcc8507-a455-4d8e-a6dd-bcfc0cba661b,7440a48e-574c-4d8e-89a9-e45a21e52546,credit,2025-03-17T04:39:03.203316,1993.91,ATM Withdrawal,Jackson-Green,Watsonport,False,False,63479.19,61485.28,True,simulated_unusual_type
0456338b-a4bf-4ca1-b890-c5db90ba71b0,369a5d64-44ed-4ba8-a83d-e1b8b3d997a6,checking,2025-03-11T12:49:05.985095,699.18,deposit,Hernandez LLC,Huberburgh,False,False,82841.57,83540.75,False,
b8dbfa68-a4a3-42bf-8aef-d411bbade9d3,885901af-8a5e-41ad-89df-bf40bcc2f690,savings,2025-01-05T00:28:41.255667,34728.28,withdrawal,White-Thompson,East John,False,False,38518.34,3790.06,True,simulated_account_draining
42a26475-9587-4ab8-a3cb-01c601f1ee95,3022e325-a6f9-43c0-a250-871538cbf59f,credit,2025-03-11T01:51:05.090962,78.21,payment,Andrews-Alexander,Jackside,True,False,31653.32,31731.53,False,
4505c702-a77e-4250-82c5-3cc3c6907826,7c44e47d-1044-4fbf-a3c4-e29174c27895,savings,2025-03-31T21:55:29.028196,1730.5,deposit,"Stewart, Cooper and Watson",New Kevin,False,False,62831.6,64562.1,False,
0c54165c-388b-4066-a980-0c952d6679a1,7af6b723-bdec-48f9-bd6f-f625eeae1050,checking,2025-01-01T10:04:04.250289,926.64,payment,Velazquez-Mack,Reillyberg,True,False,12690.47,13617.11,False,
77196fa9-13b5-4477-bd6d-2f9694bbc579,de8fd508-cf29-4d71-90b6-ed336a01a046,credit,2025-04-05T17:12:20.714396,1521.18,deposit,"Payne, Romero and Holland",Thomasport,False,False,74913.08,76434.26,False,
5675d795-cf4f-499a-9f1b-625ba50330d6,e0e8fc26-00ef-456b-9074-2b55ba445794,checking,2025-03-13T11:18:18.677723,879.04,withdrawal,"Estrada, Marsh and Chandler",Morganville,False,False,90061.79,89182.75,False,
d985a92e-82d0-4c7b-b8e5-bfb58845866c,b690fe4d-c2c7-4462-9fc1-b48ac02f8760,checking,2025-02-13T13:34:01.623415,1946.43,purchase,Taylor PLC,West Angelbury,False,False,66079.94,64133.51,False,
22bed503-cf4a-4591-a818-6a8ec97516c9,7cd1185c-675d-41a9-83d7-37e983d4cfeb,credit,2025-03-18T07:41:27.775100,624.95,transfer,Nguyen PLC,New Alicia,True,False,31859.91,31234.96,False,
d0afef2b-6475-4df2-9ce6-48f7b32d27e4,0519ec58-75e5-45d4-8242-73f22ab771b1,checking,2025-04-06T07:49:15.698871,925.59,purchase,Gonzalez-Miller,Rhodesland,False,False,21719.3,20793.71,False,
c10c660e-6b77-428b-b614-4a7c6b901556,bf4471ff-5242-429f-8430-c7d0d1af3fb9,savings,2025-03-11T22:33:05.787942,1865.64,deposit,Lee-Stewart,Lake Michaelberg,False,False,9866.21,11731.85,False,
94e33094-a350-450c-92b2-ac7e5e7b053f,52857479-7939-4af0-a1b2-b85fce4862c1,savings,2025-04-06T11:46:09.803851,1670.27,deposit,Wood-Watson,Michaelport,False,False,50231.19,51901.46,False,
1a28d404-5056-4308-b385-d2e1b0397fac,3efb8e78-edcb-4981-b90f-58cf35e0e5c9,checking,2025-01-17T00:00:02.294105,1104.77,deposit,"Miller, Luna and Wallace",Laraport,False,False,41829.51,42934.28,False,
54ea5215-7838-421e-ae6e-1468f8b13f21,24c6cd2a-1166-4654-9cbb-f8ba2d13c155,credit,2025-01-09T09:48:24.300848,556.11,purchase,"Waller, Coleman and Mosley",Port Brenda,False,False,83538.79,82982.68,False,
5fa25afe-75dc-4f47-8289-7e6b0fa2e7c2,de6b2a71-5c5d-4692-bd4a-0493ce6d46d8,credit,2025-03-15T20:40:57.052137,1868.83,withdrawal,Turner PLC,Carlshire,False,False,9394.76,7525.93,False,
c4780145-1461-460d-a333-f7f498bfead1,52857479-7939-4af0-a1b2-b85fce4862c1,savings,2025-02-15T03:25:25.773748,1453.47,withdrawal,Smith Ltd,Robertside,False,False,51901.46,50447.99,False,
a04b8b35-edb3-40cb-b2db-eb240a9cfdea,e11a3e05-c54d-4a65-ae4a-2560ec28cfff,checking,2025-01-05T03:00:48.838634,895.86,transfer,"Fischer, Taylor and Lopez",Robertsfort,False,False,51033.03,50137.17,False,
8b11c422-641e-41dc-b558-6013520138f7,ca9d9833-85fd-47fd-a406-d0ba1001a05d,credit,2025-01-16T01:06:13.393491,1526.93,payment,Davenport-Torres,Walkertown,False,False,75290.68,76817.61,False,
54856b5a-ddfe-4526-a0ac-da8268c7f764,51eb03bc-89af-4c34-be24-4d0cfc5d6b1b,checking,2025-02-10T18:00:33.192333,1961.65,Unusual Transaction,Blanchard-Flowers,Martinezport,False,False,75425.9,73464.25,True,simulated_unusual_type
ca678a85-6721-4361-a9f3-0e7f87ffebac,4f76c46b-1a38-4736-bff5-698439b38c70,savings,2025-04-08T03:10:41.724312,92.08,deposit,Knox-Newman,North Kathyfort,False,False,27203.76,27295.84,False,
692727d8-04a1-4bc1-b8dd-e3d58b0e79f5,044855f4-9a7b-4236-b683-c952722df071,savings,2025-03-03T08:18:51.856457,1976.89,deposit,George LLC,Cunninghamview,False,False,23565.77,25542.66,False,
781d66aa-8ddd-4509-bca2-305bb4de84c1,0a82ec31-7ffc-4219-808f-3c0e2fdc43b4,savings,2025-01-02T17:08:01.742854,1929.82,deposit,Mccann-Cardenas,Williamshire,False,False,3977.61,5907.43,False,
f66efa57-688d-470c-81e7-c3f2c2691e19,38cbbba8-bf5f-4628-88ae-d011e3870ea3,checking,2025-02-04T21:52:39.058289,1749.01,purchase,Martin-Brown,Stevenberg,False,False,16760.59,15011.58,False,
19a2e8d1-b9b3-41cd-98af-7aba630991ad,e6c55c57-d219-4e00-91a2-7ef88d0de8c9,checking,2025-02-21T17:39:26.196380,1446.28,purchase,Nelson Group,Brandonport,False,False,43698.44,42252.16,False,
dcfb875f-ccf0-4714-9b9d-bf6ec798a7d0,2f60f899-a96a-441c-b89c-49df4099e3cb,savings,2025-03-15T12:30:38.783903,941.63,purchase,Palmer Ltd,Port Cody,False,False,19799.89,18858.26,False,
e8df7b83-8644-41cd-90dd-fc67d57f1fe2,7eeb2ccc-1400-4c60-a002-a9b1b24431c3,savings,2025-01-10T08:40:40.879005,1386.95,payment,"Morris, Stewart and Kirk",Josephstad,False,False,62407.21,63794.16,False,
d7b76b23-002c-4ee0-b5ac-12de426e418e,7d63b2a2-9a47-468a-9f65-207271cc599e,savings,2025-02-10T05:54:23.281448,763.12,payment,"Bell, Thomas and Taylor",Nathanfort,False,False,77300.5,78063.62,False,
2bbe9db8-c4fc-4626-b782-be3d48d3c1f0,59f8d17c-4dee-44d3-9695-686c7bb444e2,credit,2025-03-29T15:07:03.412611,76.62,payment,Garcia and Sons,Port Jacob,True,False,45336.12,45412.74,False,
51597551-6bf0-4622-9837-632be0093c1d,31fddf61-0724-44f8-a3e4-1965e9bd420c,savings,2025-01-12T09:17:02.485833,1494.8,transfer,"Norris, Cisneros and Mathis",South Stevenland,False,False,12418.83,10924.03,False,
0e6bfae6-4cf0-40f2-b54a-752d28b0951e,5a7c23fb-cd20-4287-9928-6fcd059e4086,checking,2025-01-14T13:54:48.016632,890.14,purchase,Mclean Group,Larrystad,False,False,61652.58,60762.44,False,
1f90e0e3-ed2e-4c4c-a367-c7efcb2ad8fb,63306002-6737-4bb0-9a74-dfafac63bf91,savings,2025-01-03T19:25:32.564852,652.13,purchase,Preston-Harper,Geraldport,True,False,37583.18,36931.05,False,
6457280c-d7da-4383-a93b-4ef3a45cb55b,0a6004f9-d88a-4a27-ab28-106e6bd23a56,credit,2025-01-13T05:51:53.913553,492.17,transfer,Walker Ltd,North Korea,True,True,87709.44,87217.27,True,simulated_high_risk_country
dd7ee638-ddb6-4637-9592-0495a85672ac,49cc0b72-4129-4c99-b1cc-c864d0bdd395,checking,2025-03-15T23:32:33.778198,1220.94,purchase,Zavala Group,North Andrewfort,False,False,7164.31,5943.37,False,
d640b1de-848f-4d0f-86f4-a19b34203914,ed8399ae-4c3e-4063-b23b-ad39fac3d3aa,checking,2025-01-05T05:28:18.943054,1826.09,deposit,Gonzalez Inc,South Davidview,False,False,3568.18,5394.27,False,
b048a614-334a-4816-a039-333d7d69949c,64e04a1a-079f-464f-ba4b-8b6516b9ed7c,checking,2025-01-19T01:12:51.903733,921.84,withdrawal,Contreras-Webster,New Jamieborough,False,False,42877.74,41955.9,False,
84cbf443-4f5c-4b42-aaa0-8692c8c13634,5940c0d8-0c50-47df-9e73-e737a42c4c48,savings,2025-02-04T09:43:40.986801,1356.83,withdrawal,Johnson-Thomas,Stacystad,False,False,3342.78,1985.95,False,
599dacf1-f8c5-4ac8-bae8-8e3fa10cc6f5,5ae4b599-792b-47c9-907c-52d68f393333,savings,2025-02-21T15:50:37.045499,1975.37,withdrawal,"Norman, Austin and Wagner",North Loritown,False,False,92708.97,90733.6,False,
cadb040d-0f7a-488e-9f93-0fbb37366291,84025a70-1c7c-4e66-9d5e-8579a4e1c6b8,checking,2025-03-31T22:01:33.656500,916.39,withdrawal,"Lee, Campbell and Winters",Lake Coreyborough,False,False,90579.01,89662.62,False,
29c7532b-6453-4430-9190-9ad652d222dc,5940c0d8-0c50-47df-9e73-e737a42c4c48,savings,2025-02-11T10:16:05.726224,217.77,deposit,"Wells, Wolfe and Lopez",East Maryfurt,False,False,1768.18,1985.95,False,
a25db06e-1b4c-4316-ac36-2ae2a847a8bc,27473fd3-67cd-414d-a218-4bfd728748ec,checking,2025-02-18T10:25:22.910815,595.27,payment,"Perez, Rodriguez and Rollins",South Danielberg,False,False,89403.9,89999.17,False,
2e4ee6ea-2ab7-49b3-8bd1-5dbf351389a4,ca9d9833-85fd-47fd-a406-d0ba1001a05d,credit,2025-02-07T14:06:20.330624,552.59,deposit,Bush-Hawkins,North Markville,False,False,76265.02,76817.61,False,
0de2d5a7-0cd6-447d-8c09-91eb9377ce13,369a5d64-44ed-4ba8-a83d-e1b8b3d997a6,checking,2025-01-29T09:16:34.825583,1491.62,payment,Burke-Collins,Perezchester,False,False,82049.13,83540.75,False,
a0810608-a386-4f98-92be-6bcdb07f1ce7,044855f4-9a7b-4236-b683-c952722df071,savings,2025-01-18T12:21:21.981191,1216.09,transfer,Lopez-Jones,Crosbystad,False,False,25542.66,24326.57,False,
d6838821-1e59-4656-9013-4e7c34040fa9,b5cad5c3-fc9b-4981-9a9c-c570ad9571bf,checking,2025-03-09T21:29:23.302050,505.0,payment,"Vasquez, Garcia and Kim",North Douglasfurt,False,False,89545.97,90050.97,False,
5be2c088-9651-4a89-ba0d-af2bbf6a5d89,6666d986-8a0f-4688-bef4-1cb2901f3a1a,savings,2025-01-20T13:30:38.335305,1807.29,purchase,Figueroa and Sons,West Theresamouth,False,False,38017.47,36210.18,False,
cbba18d6-eaef-4adf-932e-c4f6d451aa53,5940c0d8-0c50-47df-9e73-e737a42c4c48,savings,2025-02-27T23:47:28.494145,71.56,deposit,Martinez-Massey,Ramirezshire,False,False,1914.39,1985.95,False,
bc3fec78-ef62-41b0-8c59-4bb5ca5ad408,fa262e82-8deb-4aff-85a3-83c8f5510733,credit,2025-01-28T05:50:57.024257,1819.71,purchase,"Harding, Kelly and Estrada",Archerhaven,False,False,5708.28,3888.57,False,
bdccb380-47c7-4028-830a-b3ab3c1c5578,de8fd508-cf29-4d71-90b6-ed336a01a046,credit,2025-01-03T21:41:08.634873,405.59,transfer,Rodriguez-King,Hallberg,False,False,76434.26,76028.67,False,
4149cc56-07e4-41ca-b6a7-ac2570db122e,ad640474-7f53-472e-b939-e7f6019ac8ac,credit,2025-02-01T22:32:11.217255,1006.08,payment,"Brown, Jones and Gregory",South Cassandra,False,False,31040.8,32046.88,False,
4b2e2a50-ca41-45ce-9799-17ff7d2e97d3,1318d7db-e2be-454a-b0f1-f0640eb9ec5e,checking,2025-03-19T10:31:50.221180,1828.53,withdrawal,Howell-Davis,Lake Karenfort,False,False,31118.1,29289.57,False,
9efb3b37-138a-4d33-b8d6-54a81163b48e,e0e8fc26-00ef-456b-9074-2b55ba445794,checking,2025-02-03T13:35:40.823889,1609.44,withdrawal,Carter Group,Wagnerside,False,False,89182.75,87573.31,False,
8fa4fdd6-a574-4d0a-9a46-f8c25c299e50,2bd912f8-7ca3-474b-b3a5-5b2cc9927ad7,checking,2025-02-07T11:24:23.781109,1509.53,transfer,"Payne, Cisneros and Johnson",Beardville,False,False,43407.97,41898.44,False,
cbfe0b7c-0d8c-4eb9-b7ec-90d7e0d3f3e6,d11a63ba-d93c-4d2f-a16e-0d10210436d1,checking,2025-03-28T10:08:53.631717,734.72,payment,Farrell-Ramos,North Gregoryport,False,False,91990.57,92725.29,False,
7004c5e7-dbec-423a-bbde-7938c688e893,b690fe4d-c2c7-4462-9fc1-b48ac02f8760,checking,2025-03-16T15:11:49.013542,1075.46,withdrawal,Henry and Sons,Jenniferfort,False,False,64133.51,63058.05,False,
3216e01e-dc14-4579-8f12-f63cbf556081,81352e66-1161-484b-9e3c-f30f7b148648,credit,2025-02-19T11:54:18.292833,765.15,payment,"Leonard, Keller and Jennings",Alvarezburgh,False,False,47436.91,48202.06,False,
7fd24598-41df-401f-afac-a62a5deacd8b,bdf043b5-cddd-4963-b43e-2305f321b5ff,savings,2025-03-16T20:57:48.462684,1351.3,purchase,Baker-Garza,Jensenstad,False,False,44869.94,43518.64,False,
c3265b63-0a8d-4c58-9610-425f99703803,3a234d1f-7c90-4fcf-b51a-25212d857463,checking,2025-03-21T01:58:09.216475,446.63,payment,Flores-Johnson,East Marystad,True,False,61069.49,61516.12,False,
0e090a59-7e57-485e-8535-59d997f92b4e,e555e110-20f5-4ee7-99a5-14731daff7aa,credit,2025-02-10T05:45:15.504520,237.77,deposit,"Johnson, Vance and Peterson",South Michaelstad,True,True,8739.42,8977.19,False,
457be4b1-5fad-4c52-aff9-9658ef81fb17,076dce1b-cce3-42a4-90da-aae0e9867e46,checking,2025-01-09T07:08:34.373436,198.9,purchase,Stanley and Sons,Lake Larry,False,False,42029.66,41830.76,False,
ec87abdc-7ed1-4ee0-bbfa-2c8ef3499757,51eb03bc-89af-4c34-be24-4d0cfc5d6b1b,checking,2025-03-06T06:06:47.477828,910.02,deposit,"Jones, Torres and Morgan",New Markmouth,False,False,72554.23,73464.25,False,
1cc79400-e9f5-4415-ad9d-e19e0b235ab3,2eb7b690-9745-41b2-85e4-bff60ba8a60a,checking,2025-02-27T10:31:11.466808,1485.83,payment,Bradley-Valenzuela,Andrewfort,False,False,78935.45,80421.28,False,
5392e6da-ddd2-4495-84b0-64c739eb1135,b030f9e9-3c4b-44dd-9e09-24f328dd29b0,credit,2025-02-02T19:39:49.573035,1668.22,purchase,Gray-Myers,Port Tracyborough,False,False,17339.43,15671.21,False,
3351ced2-a1b8-4cce-b037-717d9a5ed0ac,9ea093cc-c5ec-40a9-8d58-f8c3cdb8a280,credit,2025-01-20T17:00:57.337030,1382.11,purchase,"Cain, Contreras and Jackson",Michaelchester,False,False,64904.58,63522.47,False,
cb21c6cc-754b-4a30-87fe-2ba6807cce6b,212b9e6e-f76f-402c-8f35-8353024e8d51,credit,2025-01-30T01:03:24.477589,1711.62,transfer,"Boone, Cobb and Pittman",West Joseph,True,False,72351.46,70639.84,False,
08bc2635-c9bb-4dee-88ed-b56af3b63796,bf4471ff-5242-429f-8430-c7d0d1af3fb9,savings,2025-02-27T19:36:20.306180,799.29,purchase,"Morales, Perez and Newton",Lake Meganville,False,False,11731.85,10932.56,False,
